"bill_id","term","session","title","keywords","long_title","summary","commem"
"HB08-1310","2007_2008","2008-RS","Deferred Deposit Loan Transactions",NA,NA,NA,0
"HB08-1311","2007_2008","2008-RS","Small Group Limited Health Benefit Plan",NA,NA,NA,0
"HB08-1312","2007_2008","2008-RS","Transportation Investment Efficiency",NA,NA,NA,0
"HB08-1313","2007_2008","2008-RS","Aggravated Driving Under The Influence",NA,NA,NA,0
"HB08-1314","2007_2008","2008-RS","Local Gaming Funds Gambling Addiction",NA,NA,NA,0
"HB08-1315","2007_2008","2008-RS","Volunteer EMT Pension Plan",NA,NA,NA,0
"HB08-1316","2007_2008","2008-RS","Capital Construction Fund Restrictions",NA,NA,NA,0
"HB08-1317","2007_2008","2008-RS","Interstate Compact Ed Military Children",NA,NA,NA,0
"HB08-1318","2007_2008","2008-RS","Mitigate Pine Beetle Infestation",NA,NA,NA,0
"HB08-1319","2007_2008","2008-RS","Factory-built Structure Requirements",NA,NA,NA,0
"HB08-1320","2007_2008","2008-RS","Eliminate Cash Fund Exempt Designation",NA,NA,NA,0
"HB08-1321","2007_2008","2008-RS","Long Bill Headnote Definitions",NA,NA,NA,0
"HB08-1322","2007_2008","2008-RS","Sunset Repeal MEWA Pilot Program",NA,NA,NA,0
"HB08-1323","2007_2008","2008-RS","Pub Contractor Qualification Standards",NA,NA,NA,0
"HB08-1324","2007_2008","2008-RS","Inc Tax Credit For Volunteer Firefighter",NA,NA,NA,0
"HB08-1325","2007_2008","2008-RS","Seasonal Agricultural Worker Program",NA,NA,NA,0
"HB08-1326","2007_2008","2008-RS","Verify Lawful Presence Public Benefits",NA,NA,NA,0
"HB08-1327","2007_2008","2008-RS","Access Affordable Hlth Ins Out Of State",NA,NA,NA,0
"HB08-1328","2007_2008","2008-RS","Parolee Placement After New Crime",NA,NA,NA,0
"HB08-1329","2007_2008","2008-RS","Inactive Regis & Mail Ballot Elections",NA,NA,NA,0
"HB08-1330","2007_2008","2008-RS","Elect Water Conservancy Dist Board",NA,NA,NA,0
"HB08-1331","2007_2008","2008-RS","UI Claims Wage Threshold Adjudication",NA,NA,NA,0
"HB08-1332","2007_2008","2008-RS","Work Product Status Of GA Documents",NA,NA,NA,0
"HB08-1333","2007_2008","2008-RS","Capital Construction Fund Transfers",NA,NA,NA,0
"HB08-1334","2007_2008","2008-RS","Volunteer Fire EMS Provider Health Ins",NA,NA,NA,0
"HB08-1335","2007_2008","2008-RS","Building Excellent Schools Today Act",NA,NA,NA,0
"HB08-1336","2007_2008","2008-RS","Truancy Reporting And Programs",NA,NA,NA,0
"HB08-1337","2007_2008","2008-RS","CO Children's Trust Fund Audit",NA,NA,NA,0
"HB08-1338","2007_2008","2008-RS","DPHE Pub Lands Visibility Monitor Repeal",NA,NA,NA,0
"HB08-1339","2007_2008","2008-RS","School Bus Signals Safety",NA,NA,NA,0
"HB08-1340","2007_2008","2008-RS","CO Housing Inv Fund",NA,NA,NA,0
"HB08-1341","2007_2008","2008-RS","Alcohol Sales Tax Children Basic Health",NA,NA,NA,0
"HB08-1342","2007_2008","2008-RS","Child Support Enforcement Procedures",NA,NA,NA,0
"HB08-1343","2007_2008","2008-RS","Nongovernmental Transport Dev Limits",NA,NA,NA,0
"HB08-1344","2007_2008","2008-RS","Background Checks School Employees",NA,NA,NA,0
"HB08-1345","2007_2008","2008-RS","Vacancies In Elective Offices",NA,NA,NA,0
"HB08-1346","2007_2008","2008-RS","Water Conservation Bd Construction Fund",NA,NA,NA,0
"HB08-1347","2007_2008","2008-RS","Out-of-state Law Enforcement Agreement",NA,NA,NA,0
"HB08-1348","2007_2008","2008-RS","Federal Agents As Peace Officers",NA,NA,NA,0
"HB08-1349","2007_2008","2008-RS","Collection Prop Tax & TIF",NA,NA,NA,0
"HB08-1350","2007_2008","2008-RS","Facilitate Fin Renewable Energy Projects",NA,NA,NA,0
"HB08-1351","2007_2008","2008-RS","Retention Of DNA Evidence",NA,NA,NA,0
"HB08-1352","2007_2008","2008-RS","Parole Revocation Placement",NA,NA,NA,0
"HB08-1353","2007_2008","2008-RS","Verify Conservation Easement Tax Credits",NA,NA,NA,0
"HB08-1354","2007_2008","2008-RS","Authorize RTD Private Activity Bonds",NA,NA,NA,0
"HB08-1355","2007_2008","2008-RS","Promotion Of Film Production In CO",NA,NA,NA,0
"HB08-1356","2007_2008","2008-RS","Residential Landlords & Tenants",NA,NA,NA,0
"HB08-1357","2007_2008","2008-RS","State & Fed Align Educ Assessments",NA,NA,NA,0
"HB08-1358","2007_2008","2008-RS","PTO & PTA Sales Tax",NA,NA,NA,0
"HB08-1359","2007_2008","2008-RS","Alternating Proprietorship Wineries",NA,NA,NA,0
"HB08-1360","2007_2008","2008-RS","Arson Investigators Peace Officers",NA,NA,NA,0
"HB08-1361","2007_2008","2008-RS","FY 2008-09 Legislative Appropriations",NA,NA,NA,0
"HB08-1362","2007_2008","2008-RS","Earned Income Tax Credit",NA,NA,NA,0
"HB08-1363","2007_2008","2008-RS","Private Prison Contract Rates",NA,NA,NA,0
"HB08-1364","2007_2008","2008-RS","Interdepartmental Data Protocol",NA,NA,NA,0
"HB08-1365","2007_2008","2008-RS","Foreclosure Of Lien On Time Share Estate",NA,NA,NA,0
"HB08-1366","2007_2008","2008-RS","Recodification Early Intervention Svcs",NA,NA,NA,0
"HB08-1367","2007_2008","2008-RS","Abandoned Property Nuisance Abatement",NA,NA,NA,0
"HB08-1368","2007_2008","2008-RS","Tax Prop Used To Prod Renewable Energy",NA,NA,NA,0
"HB08-1369","2007_2008","2008-RS","Incentives For Donation Of Water Rights",NA,NA,NA,0
"HB08-1370","2007_2008","2008-RS","School Counselor Corps Grant Program",NA,NA,NA,0
"HB08-1371","2007_2008","2008-RS","Bid Legislative Printing",NA,NA,NA,0
"HB08-1372","2007_2008","2008-RS","Adult Stem Cell Donation Awareness",NA,NA,NA,0
"HB08-1373","2007_2008","2008-RS","Breast Cervical Cancer Fund",NA,NA,NA,0
"HB08-1374","2007_2008","2008-RS","Remove Cap On PACE Program Rate",NA,NA,NA,0
"HB08-1375","2007_2008","2008-RS","Long Appropriations Bill",NA,NA,NA,0
"HB08-1376","2007_2008","2008-RS","Transfers To Capital Construction Fund",NA,NA,NA,0
"HB08-1377","2007_2008","2008-RS","Bail For DUI And Felony Eluding",NA,NA,NA,0
"HB08-1378","2007_2008","2008-RS","Ranked Voting Methods",NA,NA,NA,0
"HB08-1379","2007_2008","2008-RS","Extend Oil & Gas Commn Rules July 16",NA,NA,NA,0
"HB08-1380","2007_2008","2008-RS","Method Of Attributing Income To CO",NA,NA,NA,0
"HB08-1381","2007_2008","2008-RS","Mrtg Foreclosure Relief Equity Skimming",NA,NA,NA,0
"HB08-1382","2007_2008","2008-RS","Criminal Procedural Matters",NA,NA,NA,0
"HB08-1383","2007_2008","2008-RS","Nursing License Inactive Status",NA,NA,NA,0
"HB08-1384","2007_2008","2008-RS","Teacher Quality Recruitment Retention",NA,NA,NA,0
"HB08-1385","2007_2008","2008-RS","Increased Health Insurance Transparency",NA,NA,NA,0
"HB08-1386","2007_2008","2008-RS","School Leadership Academy Program",NA,NA,NA,0
"HB08-1387","2007_2008","2008-RS","Low-income Energy Assistance Funding",NA,NA,NA,0
"HB08-1388","2007_2008","2008-RS","Financing Of Public Schools",NA,NA,NA,0
"HB08-1389","2007_2008","2008-RS","Fair Accountable Insurance Rates",NA,NA,NA,0
"HB08-1390","2007_2008","2008-RS","CoverColorado Long-term Funding",NA,NA,NA,0
"HB08-1391","2007_2008","2008-RS","Mental Health Services Child Abuse Pilot",NA,NA,NA,0
"HB08-1392","2007_2008","2008-RS","Competency To Proceed",NA,NA,NA,0
"HB08-1393","2007_2008","2008-RS","Consumer Health Care Transparency Act",NA,NA,NA,0
"HB08-1394","2007_2008","2008-RS","General Assembly Reporting Requirements",NA,NA,NA,0
"HB08-1395","2007_2008","2008-RS","Property Tax Exemption For Gov Leases",NA,NA,NA,0
"HB08-1396","2007_2008","2008-RS","Study Leadville Mine Drainage Tunnel",NA,NA,NA,0
"HB08-1397","2007_2008","2008-RS","Disposition Of Evidence In Criminal Cases",NA,NA,NA,0
"HB08-1398","2007_2008","2008-RS","Operational Acct Of Sev Tax Trust Fund",NA,NA,NA,0
"HB08-1399","2007_2008","2008-RS","Ag Unclaimed Prop Trust Fund Interest",NA,NA,NA,0
"HB08-1400","2007_2008","2008-RS","Work Force Devel Accept Private Funds",NA,NA,NA,0
"HB08-1401","2007_2008","2008-RS","Voter Info Card To Each Eligible Voter",NA,NA,NA,0
"HB08-1402","2007_2008","2008-RS","ARM Notice Foreclosure Temporary Timeout",NA,NA,NA,0
"HB08-1403","2007_2008","2008-RS","Denver Pub School Retirement PERA Merger",NA,NA,NA,0
"HB08-1404","2007_2008","2008-RS","Study & Review Child Welfare System",NA,NA,NA,0
"HB08-1405","2007_2008","2008-RS","Funding For The CO Water Institute",NA,NA,NA,0
"HB08-1406","2007_2008","2008-RS","Paid Petition Circulators",NA,NA,NA,0
"HB08-1407","2007_2008","2008-RS","Penalty Unreasonable Conduct Insurers",NA,NA,NA,0
"HB08-1408","2007_2008","2008-RS","Real Estate Investment Trusts",NA,NA,NA,0
"HB08-1409","2007_2008","2008-RS","Medicaid Third Party Recoveries",NA,NA,NA,0
"HB08-1410","2007_2008","2008-RS","Preventive Coverage Colorectal Cancer",NA,NA,NA,0
"HB08-1411","2007_2008","2008-RS","Colorado Health Care Anti-kickback Act",NA,NA,NA,0
"HB08-1412","2007_2008","2008-RS","Revisor's Bill #1",NA,NA,NA,0
"HB08-1413","2007_2008","2008-RS","Business Personal Property Tax Exemption",NA,NA,NA,0
"HB08-1414","2007_2008","2008-RS","Regulate Oil & Gas Waste Disposal Pits",NA,NA,NA,0
"HB08-1415","2007_2008","2008-RS","CO Film Commn Operating Costs",NA,NA,NA,0
"SB08-0001","2007_2008","2008-RS","School Safety Resource Center",NA,NA,NA,0
"SB08-0002","2007_2008","2008-RS","Fam Caregiver Developmentally Disabled",NA,NA,NA,0
"SB08-0003","2007_2008","2008-RS","Medicaid Family Planning",NA,NA,NA,0
"SB08-0004","2007_2008","2008-RS","State Employment Of Persons With DD",NA,NA,NA,0
"SB08-0005","2007_2008","2008-RS","Supported Empl Outcomes Dev Disabled",NA,NA,NA,0
"SB08-0006","2007_2008","2008-RS","Suspend Medicaid For Confined Persons",NA,NA,NA,0
"SB08-0007","2007_2008","2008-RS","Jail Inmate Application Assistance",NA,NA,NA,0
"SB08-0008","2007_2008","2008-RS","Mentally Ill Offender Task Force Member",NA,NA,NA,0
"SB08-0009","2007_2008","2008-RS","Measures To Ensure Proper Pension Pmts",NA,NA,NA,0
"SB08-0010","2007_2008","2008-RS","Water Resources & Power Dev Auth Bd",NA,NA,NA,0
"SB08-0011","2007_2008","2008-RS","Trauma Care Funding",NA,NA,NA,0
"SB08-0012","2007_2008","2008-RS","Transportation Commission Qualifications",NA,NA,NA,0
"SB08-0013","2007_2008","2008-RS","Sev Tax Trust Fund Oper Acct Approps",NA,NA,NA,0
"SB08-0014","2007_2008","2008-RS","Toll Enforcement Process",NA,NA,NA,0
"SB08-0015","2007_2008","2008-RS","Cemetery District Moneys",NA,NA,NA,0
"SB08-0016","2007_2008","2008-RS","9Health Fair Voluntary Contribution",NA,NA,NA,0
"SB08-0017","2007_2008","2008-RS","Occupational Education Credentialing",NA,NA,NA,0
"SB08-0018","2007_2008","2008-RS","Higher Education Clean-up",NA,NA,NA,0
"SB08-0019","2007_2008","2008-RS","Negligence In Motor Carrier Agreements",NA,NA,NA,0
"SB08-0020","2007_2008","2008-RS","Ute Students In Dual Enrollment Prog",NA,NA,NA,0
"SB08-0021","2007_2008","2008-RS","English Competency Pilot Program",NA,NA,NA,0
"SB08-0022","2007_2008","2008-RS","Children's Basic Health Overexpenditure",NA,NA,NA,0
"SB08-0023","2007_2008","2008-RS","High School Graduation Requirements",NA,NA,NA,0
"SB08-0024","2007_2008","2008-RS","Protect Consumers Event Ticket Resales",NA,NA,NA,0
"SB08-0025","2007_2008","2008-RS","Food Safety Act Of 2008",NA,NA,NA,0
"SB08-0026","2007_2008","2008-RS","Fire Safe Cig Ignition Propensity Stds",NA,NA,NA,0
"SB08-0027","2007_2008","2008-RS","Ltd Gaming License Slot Machine Sales",NA,NA,NA,0
"SB08-0028","2007_2008","2008-RS","Reduce Bonny Reservoir Evaporation Loss",NA,NA,NA,0
"SB08-0029","2007_2008","2008-RS","Continuing Education Architects",NA,NA,NA,0
"SB08-0030","2007_2008","2008-RS","Increase Delegation Period Pub Security",NA,NA,NA,0
"SB08-0031","2007_2008","2008-RS","Probable Cause Alcohol Crimes",NA,NA,NA,0
"SB08-0032","2007_2008","2008-RS","Bond Commissioner Bond Breach Hearings",NA,NA,NA,0
"SB08-0033","2007_2008","2008-RS","Private Trust Companies Banking",NA,NA,NA,0
"SB08-0034","2007_2008","2008-RS","Transp Plan Zoning Facil Spec Needs",NA,NA,NA,0
"SB08-0035","2007_2008","2008-RS","Alternative Hunting License Program",NA,NA,NA,0
"SB08-0036","2007_2008","2008-RS","Water Supply Reserve Account",NA,NA,NA,0
"SB08-0037","2007_2008","2008-RS","Flexible Enforcement Hazardous Waste Law",NA,NA,NA,0
"SB08-0038","2007_2008","2008-RS","K-12 Ed Regional Service Cooperatives",NA,NA,NA,0
"SB08-0039","2007_2008","2008-RS","Training Directors Fire Protection Dist",NA,NA,NA,0
"SB08-0040","2007_2008","2008-RS","Online Voter Registration",NA,NA,NA,0
"SB08-0041","2007_2008","2008-RS","Clarify Mineral Ownership Under Highways",NA,NA,NA,0
"SB08-0042","2007_2008","2008-RS","Public Trustee Salary Adjustment",NA,NA,NA,0
"SB08-0043","2007_2008","2008-RS","School Nutrition Healthy Students",NA,NA,NA,0
"SB08-0044","2007_2008","2008-RS","Tuberculosis Screening College Students",NA,NA,NA,0
"SB08-0045","2007_2008","2008-RS","Intellectual Diversity In Higher Ed",NA,NA,NA,0
"SB08-0046","2007_2008","2008-RS","RTD Board Of Directors Salary Increase",NA,NA,NA,0
"SB08-0047","2007_2008","2008-RS","Funding For CASA Programs",NA,NA,NA,0
"SB08-0048","2007_2008","2008-RS","Regul Political Telephone Solicitations",NA,NA,NA,0
"SB08-0049","2007_2008","2008-RS","Access To Firearms By Minors",NA,NA,NA,0
"SB08-0050","2007_2008","2008-RS","Elder Driver's License Renewal Mail Elec",NA,NA,NA,0
"SB08-0051","2007_2008","2008-RS","Oil & Public Safety Enforcement Auth",NA,NA,NA,0
"SB08-0052","2007_2008","2008-RS","Parks Recreation Annual Passes",NA,NA,NA,0
"SB08-0053","2007_2008","2008-RS","Include 100-year Wells Designated Basins",NA,NA,NA,0
"SB08-0054","2007_2008","2008-RS","Judicial Performance Evaluations",NA,NA,NA,0
"SB08-0055","2007_2008","2008-RS","Increase Air Pollutant Fees",NA,NA,NA,0
"SB08-0056","2007_2008","2008-RS","Labor Union Participation Discrimination",NA,NA,NA,0
"SB08-0057","2007_2008","2008-RS","Insurance Coverage Hearing Aids Minors",NA,NA,NA,0
"SB08-0058","2007_2008","2008-RS","Alzheimer's Coordinating Council Act",NA,NA,NA,0
"SB08-0059","2007_2008","2008-RS","Commercial Driver's License Test Fee",NA,NA,NA,0
"SB08-0060","2007_2008","2008-RS","Automobile Theft Prevention Authority",NA,NA,NA,0
"SB08-0061","2007_2008","2008-RS","School Exit Exams Assessments",NA,NA,NA,0
"SB08-0062","2007_2008","2008-RS","Share DORA Misconduct Information",NA,NA,NA,0
"SB08-0063","2007_2008","2008-RS","Off-highway Vehicle Sound Stds",NA,NA,NA,0
"SB08-0064","2007_2008","2008-RS","Increase For Suppl Old Age Pension Fund",NA,NA,NA,0
"SB08-0065","2007_2008","2008-RS","Teacher Performance Incentive Grant",NA,NA,NA,0
"SB08-0066","2007_2008","2008-RS","Felony Murder Penalty For Juveniles",NA,NA,NA,0
"SB08-0067","2007_2008","2008-RS","GOCO Grants Used For Operation & Maint",NA,NA,NA,0
"SB08-0068","2007_2008","2008-RS","Telemedicine Medicaid For Mental Health",NA,NA,NA,0
"SB08-0069","2007_2008","2008-RS","Clarify Wildlife Prohibitions",NA,NA,NA,0
"SB08-0070","2007_2008","2008-RS","Biennial Motor Vehicle Registration",NA,NA,NA,0
"SB08-0071","2007_2008","2008-RS","Extend Forest Restoration Pilot Program",NA,NA,NA,0
"SB08-0072","2007_2008","2008-RS","Prohibit Credit Card Number Disclosure",NA,NA,NA,0
"SB08-0073","2007_2008","2008-RS","Publishers Of College Textbooks",NA,NA,NA,0
"SB08-0074","2007_2008","2008-RS","Illegal Alien Trespass Crime",NA,NA,NA,0
"SB08-0075","2007_2008","2008-RS","Rule Review Bill",NA,NA,NA,0
"SB08-0076","2007_2008","2008-RS","Require Bail For DUI Offenses",NA,NA,NA,0
"SB08-0077","2007_2008","2008-RS","On-line Circumvention Sale Event Tickets",NA,NA,NA,0
"SB08-0078","2007_2008","2008-RS","Energy Efficiency Hist Preserv Grant",NA,NA,NA,0
"SB08-0079","2007_2008","2008-RS","In-state Tuition For US Citizens",NA,NA,NA,0
"SB08-0080","2007_2008","2008-RS","Inc Tax Credit For Volunteer Firefighter",NA,NA,NA,0
"SB08-0081","2007_2008","2008-RS","Colorado Renewable Energy Authority",NA,NA,NA,0
"SB08-0082","2007_2008","2008-RS","Retail Liquor Sales On Sundays",NA,NA,NA,0
"SB08-0083","2007_2008","2008-RS","Fair & Legal Employment Act",NA,NA,NA,0
"SB08-0084","2007_2008","2008-RS","Reqmnts Dev Lowry Bombing Range",NA,NA,NA,0
"SB08-0085","2007_2008","2008-RS","Higher Education Funding Access",NA,NA,NA,0
"SB08-0086","2007_2008","2008-RS","Prohibit Employee Partnership Agreements",NA,NA,NA,0
"SB08-0087","2007_2008","2008-RS","Immigration Enforcement Unit Expansion",NA,NA,NA,0
"SB08-0088","2007_2008","2008-RS","Prohibition Tobacco Possession By Minors",NA,NA,NA,0
"SB08-0089","2007_2008","2008-RS","Early Intervening Services For Students",NA,NA,NA,0
"SB08-0090","2007_2008","2008-RS","Medicaid Mail-order Prescription Drugs",NA,NA,NA,0
"SB08-0091","2007_2008","2008-RS","No Retailer Info Tobacco Lic Renewal",NA,NA,NA,0
"SB08-0092","2007_2008","2008-RS","Removal OSA Post-Enactment Reviews",NA,NA,NA,0
"SB08-0093","2007_2008","2008-RS","Net Metering Cooperative Electric Assn",NA,NA,NA,0
"SB08-0094","2007_2008","2008-RS","Urban Renewal & Community Dev",NA,NA,NA,0
"SB08-0095","2007_2008","2008-RS","Abortion Informed Consent And Ultrasound",NA,NA,NA,0
"SB08-0096","2007_2008","2008-RS","State Agricultural Commn Composition",NA,NA,NA,0
"SB08-0097","2007_2008","2008-RS","Anhydrous Ammonia Regulation",NA,NA,NA,0
"SB08-0098","2007_2008","2008-RS","Grad Reqmnt English Language Comp",NA,NA,NA,0
"SB08-0099","2007_2008","2008-RS","Extend Medicaid Foster Care",NA,NA,NA,0
"SB08-0100","2007_2008","2008-RS","Uniform Adult Guardianship Protect Act",NA,NA,NA,0
"SB08-0101","2007_2008","2008-RS","NORAD Commemorative License Plates",NA,NA,NA,1
"SB08-0102","2007_2008","2008-RS","DPHE Spending Recycling Grant Oversight",NA,NA,NA,0
"SB08-0103","2007_2008","2008-RS","Sharing TIF Revenues",NA,NA,NA,0
"SB08-0104","2007_2008","2008-RS","Theft Of Sound Recordings",NA,NA,NA,0
"SB08-0105","2007_2008","2008-RS","Classification Of Trailers",NA,NA,NA,0
"SB08-0106","2007_2008","2008-RS","Sex Offender Child Custody Cases",NA,NA,NA,0
"SB08-0107","2007_2008","2008-RS","Enterprise Zone Audit Reports",NA,NA,NA,0
"SB08-0108","2007_2008","2008-RS","Purple Heart Recipients Wildlife License",NA,NA,NA,0
"SB08-0109","2007_2008","2008-RS","Patient Information Report Requirements",NA,NA,NA,0
"SB08-0110","2007_2008","2008-RS","Div Of Insurance Technical Corrections",NA,NA,NA,0
"SB08-0111","2007_2008","2008-RS","Permits Issued By State Agencies",NA,NA,NA,0
"SB08-0112","2007_2008","2008-RS","Preservation Of The Exercise Of Religion",NA,NA,NA,0
"SB08-0113","2007_2008","2008-RS","Continue Uniform Health Care Credentials",NA,NA,NA,0
"SB08-0114","2007_2008","2008-RS","Prof Employer Org Unemployment Insurance",NA,NA,NA,0
"SB08-0115","2007_2008","2008-RS","Civil Action Gun-free Zone",NA,NA,NA,0
"SB08-0116","2007_2008","2008-RS","Volunteer Firefighters Job Security",NA,NA,NA,0
"SB08-0117","2007_2008","2008-RS","Limit Local Bldg Permit Fee Solar Panels",NA,NA,NA,0
"SB08-0118","2007_2008","2008-RS","Transfer For Medicaid Disease Management",NA,NA,NA,0
"SB08-0119","2007_2008","2008-RS","Authorize Domestic Exempt Cisterns",NA,NA,NA,0
"SB08-0120","2007_2008","2008-RS","Payment Of Wages By Paycard Authorized",NA,NA,NA,0
"SB08-0121","2007_2008","2008-RS","Cut Gen Fund Support Potato Inspections",NA,NA,NA,0
"SB08-0122","2007_2008","2008-RS","Wage Transparency Act",NA,NA,NA,0
"SB08-0123","2007_2008","2008-RS","Child Nutrition School Lunch Program",NA,NA,NA,0
"SB08-0124","2007_2008","2008-RS","Landscape Maintenance Excavation",NA,NA,NA,0
"SB08-0125","2007_2008","2008-RS","Sexual Material Harmful To Children",NA,NA,NA,0
"SB08-0126","2007_2008","2008-RS","Repeal Higher Ed Cash Fund Limit",NA,NA,NA,0
"SB08-0127","2007_2008","2008-RS","Extend CBMS Expenditures Deadline",NA,NA,NA,0
"SB08-0128","2007_2008","2008-RS","Eliminate Sales Tax Cap",NA,NA,NA,0
"SB08-0129","2007_2008","2008-RS","School Nutrition Beverages Policy",NA,NA,NA,0
"SB08-0130","2007_2008","2008-RS","Innovation Schools Act Of 2008",NA,NA,NA,0
"SB08-0131","2007_2008","2008-RS","Increase For Suppl Old Age Pension Fund",NA,NA,NA,0
"SB08-0132","2007_2008","2008-RS","Fee-for-service Contracts Accountability",NA,NA,NA,0
"SB08-0133","2007_2008","2008-RS","Math & Science Scholarships Teachers",NA,NA,NA,0
"SB08-0134","2007_2008","2008-RS","Minimum Bail For Drug Distribution",NA,NA,NA,0
"SB08-0135","2007_2008","2008-RS","Health Ins Standardized Benefits Card",NA,NA,NA,0
"SB08-0136","2007_2008","2008-RS","Delay Winter Replacement Well Depletions",NA,NA,NA,0
"SB08-0137","2007_2008","2008-RS","Moneys Saved From Sch Dist Mill Levy",NA,NA,NA,0
"SB08-0138","2007_2008","2008-RS","Physician Designation Full Disclosure",NA,NA,NA,0
"SB08-0139","2007_2008","2008-RS","Notify Employers E-verify Program",NA,NA,NA,0
"SB08-0140","2007_2008","2008-RS","Alcohol Drug Tests After Accidents",NA,NA,NA,0
"SB08-0141","2007_2008","2008-RS","State Water Quality Pretreatment Prog",NA,NA,NA,0
"SB08-0142","2007_2008","2008-RS","Scholarships Child With Disability Pilot",NA,NA,NA,0
"SB08-0143","2007_2008","2008-RS","Special License Plate Fees",NA,NA,NA,1
"SB08-0144","2007_2008","2008-RS","Disposition Of Abandoned Motor Vehicles",NA,NA,NA,0
"SB08-0145","2007_2008","2008-RS","Jail Inspections By County Commissioners",NA,NA,NA,0
"SB08-0146","2007_2008","2008-RS","Robocalls Prohibit Auto Phone Dialing",NA,NA,NA,0
"SB08-0147","2007_2008","2008-RS","Increase Energy Efficiency State Bldgs",NA,NA,NA,0
"SB08-0148","2007_2008","2008-RS","Health Care Managed Care Org Definition",NA,NA,NA,0
"SB08-0149","2007_2008","2008-RS","Beer & Wine Grocery Store Liquor License",NA,NA,NA,0
"SB08-0150","2007_2008","2008-RS","School Retirement Plan Member Records",NA,NA,NA,0
"SB08-0151","2007_2008","2008-RS","Require Motor Vehicle Dealer Education",NA,NA,NA,0
"SB08-0152","2007_2008","2008-RS","Regulate Practice Occupational Therapy",NA,NA,NA,0
"SB08-0153","2007_2008","2008-RS","License Home Care Agencies By The CDPHE",NA,NA,NA,0
"SB08-0154","2007_2008","2008-RS","Requirements Occupancy Contiguous To ATU",NA,NA,NA,0
"SB08-0155","2007_2008","2008-RS","Centralize IT Management In OIT",NA,NA,NA,0
"SB08-0156","2007_2008","2008-RS","Warrants Drawn On Wildlife Cash Fund",NA,NA,NA,0
"SB08-0157","2007_2008","2008-RS","
Modify Colorado Capital Gains Deduction",NA,NA,NA,0
"SB08-0158","2007_2008","2008-RS","Incl County Land In Urban Renewal",NA,NA,NA,0
"SB08-0159","2007_2008","2008-RS","Lower Boater DUI Blood Alcohol Levels",NA,NA,NA,0
"SB08-0160","2007_2008","2008-RS","Children's Health Care",NA,NA,NA,0
"SB08-0161","2007_2008","2008-RS","Medicaid And CHP+ Enrollment",NA,NA,NA,0
"SB08-0162","2007_2008","2008-RS","Int Fiduciary Accts Afford Housing",NA,NA,NA,0
"SB08-0163","2007_2008","2008-RS","Autism Commission",NA,NA,NA,0
"SB08-0164","2007_2008","2008-RS","Limitation Of Liability",NA,NA,NA,0
"SB08-0165","2007_2008","2008-RS","Advisory Council Persons Disabilities",NA,NA,NA,0
"SB08-0166","2007_2008","2008-RS","Natl Guard College Opportunity Fund",NA,NA,NA,0
"SB08-0167","2007_2008","2008-RS","Degree Authorization Act",NA,NA,NA,0
"SB08-0168","2007_2008","2008-RS","Species Conservation Trust Fund",NA,NA,NA,0
"SB08-0169","2007_2008","2008-RS","Hard Rock Mining Fees",NA,NA,NA,0
"SB08-0170","2007_2008","2008-RS","Tax Increment Fin & Downtown Dev Auth",NA,NA,NA,0
"SB08-0171","2007_2008","2008-RS","Test Methods For Substances For Parolees",NA,NA,NA,0
"SB08-0172","2007_2008","2008-RS","Community Parole Officer Revisions",NA,NA,NA,0
"SB08-0173","2007_2008","2008-RS","Healthy Schools Wellness Program",NA,NA,NA,0
"SB08-0174","2007_2008","2008-RS","Health Care Contract Requirement",NA,NA,NA,0
"SB08-0175","2007_2008","2008-RS","DOC Inspector General",NA,NA,NA,0
"SB08-0176","2007_2008","2008-RS","Racing Commn Horse Track Extend Repeal",NA,NA,NA,0
"SB08-0177","2007_2008","2008-RS","Colorado Works Program Omnibus",NA,NA,NA,0
"SB08-0178","2007_2008","2008-RS","Horse Authority Special License Plates",NA,NA,NA,1
"SB08-0179","2007_2008","2008-RS","Motor Vehicle Manufacturer & Used Dealer",NA,NA,NA,0
"SB08-0180","2007_2008","2008-RS","Authority Of Auraria Boards",NA,NA,NA,0
"SB08-0181","2007_2008","2008-RS","Coordinated Response To School Incidents",NA,NA,NA,0
"SB08-0182","2007_2008","2008-RS","Hospitals Discontinue Essential Services",NA,NA,NA,0
"SB08-0183","2007_2008","2008-RS","Paternity DNA Testing Child Support",NA,NA,NA,0
"SB08-0184","2007_2008","2008-RS","Colorado Clean Energy Finance Program",NA,NA,NA,0
"SB08-0185","2007_2008","2008-RS","Interchange Prescribed Immunosuppressant",NA,NA,NA,0
"SB08-0186","2007_2008","2008-RS","CO Carbon Fund Special License Plates",NA,NA,NA,1
"SB08-0187","2007_2008","2008-RS","Carbon Monoxide Alarms In Res Properties",NA,NA,NA,0
"SB08-0188","2007_2008","2008-RS","Pilot Program For Direct Care Nurses",NA,NA,NA,0
"SB08-0189","2007_2008","2008-RS","Paper Ballots In 2008 Elections",NA,NA,NA,0
"SB08-0190","2007_2008","2008-RS","Pharmacist Redispense Unused Medications",NA,NA,NA,0
"SB08-0191","2007_2008","2008-RS","Membership CO School Of Mines Board",NA,NA,NA,0
"SB08-0192","2007_2008","2008-RS","Prohibit Residential Targeted Picketing",NA,NA,NA,0
"SB08-0193","2007_2008","2008-RS","Public Contracts For Services",NA,NA,NA,0
"SB08-0194","2007_2008","2008-RS","Public Health Reorganization",NA,NA,NA,0
